iter	Passed	Remaining
2711	3036076	2561409
2712	3037287	2560367
2713	3038405	2559246
2714	3039657	2558238
2715	3040893	2557216
2716	3041995	2556082
2717	3043214	2555046
2718	3044433	2554009
2719	3045658	2552978
2720	3046866	2551932
2721	3048083	2550894
2722	3049213	2549782
2723	3050357	2548683
2724	3051591	2547659
2725	3052670	2546504
2726	3053879	2545459
2727	3055011	2544349
2728	3056269	2543344
2729	3057388	2542224
2730	3058584	2541167
2731	3059853	2540171
2732	3060972	2539050
2733	3062110	2537945
2734	3063255	2536846
2735	3064373	2535724
2736	3065611	2534702
2737	3066815	2533651
2738	3068084	2532653
2739	3069315	2531625
2740	3070496	2530555
2741	3071643	2529457
2742	3072864	2528419
2743	3073948	2527269
2744	3075163	2526227
2745	3076414	2525214
2746	3077666	2524202
2747	3078865	2523145
2748	3080098	2522117
2749	3081324	2521083
2750	3082559	2520056
2751	3083700	2518952
2752	3084822	2517833
2753	3085942	2516712
2754	3087027	2515562
2755	3088251	2514526
2756	3089383	2513415
2757	3090617	2512387
2758	3091729	2511260
2759	3092935	2510208
2760	3094150	2509164
2761	3095348	2508106
2762	3096462	2506980
2763	3097575	2505853
2764	3098686	2504725
2765	3099806	2503603
2766	3100903	2502464
2767	3102098	2501402
2768	3103232	2500293
2769	3104469	2499266
2770	3105695	2498229
2771	3106841	2497129
2772	3108066	2496092
2773	3109258	2495028
2774	3110485	2493992
2775	3111605	2492871
2776	3112763	2491779
2777	3113971	2490728
2778	3115190	2489686
2779	3116478	2488698
2780	3117591	2487571
2781	3118723	2486458
2782	3119949	2485421
2783	3121191	2484396
2784	3122420	2483361
2785	3123544	2482242
2786	3124764	2481200
2787	3126000	2480169
2788	3127187	2479100
2789	3128321	2477989
2790	3129520	2476929
2791	3130648	2475813
2792	3131796	2474713
2793	3133050	2473696
2794	3134374	2472735
2795	3135594	2471691
2796	3136702	2470559
2797	3137920	2469514
2798	3139140	2468470
2799	3140361	2467426
2800	3141494	2466314
2801	3142722	2465276
2802	3143790	2464112
2803	3145022	2463077
2804	3146154	2461963
2805	3147363	2460910
2806	3148507	2459806
2807	3149724	2458759
2808	3150881	2457664
2809	3152009	2456548
2810	3153105	2455406
2811	3154220	2454279
2812	3155326	2453145
2813	3156577	2452124
2814	3157811	2451089
2815	3159023	2450037
2816	3160227	2448979
2817	3161341	2447852
2818	3162476	2446740
2819	3163617	2445633
2820	3164726	2444501
2821	3165863	2443391
2822	3166983	2442268
2823	3168114	2441153
2824	3169352	2440120
2825	3170516	2439031
2826	3171753	2437998
2827	3172997	2436969
2828	3174123	2435851
2829	3175332	2434795
2830	3176555	2433750
2831	3177701	2432647
2832	3178910	2431591
2833	3180161	2430567
2834	3181288	2429449
2835	3182434	2428345
2836	3183541	2427212
2837	3184666	2426091
2838	3185785	2424967
2839	3187019	2423930
2840	3188245	2422887
2841	3189534	2421891
2842	3190734	2420828
2843	3191862	2419710
2844	3193098	2418674
2845	3194205	2417540
2846	3195478	2416531
2847	3196686	2415474
2848	3197826	2414364
2849	3198908	2413212
2850	3200048	2412102
2851	3201298	2411076
2852	3202593	2410083
2853	3203781	2409010
2854	3204901	2407885
2855	3206117	2406833
2856	3207327	2405775
2857	3208449	2404653
2858	3209561	2403522
2859	3210676	2402394
2860	3211781	2401258
2861	3213012	2400216
2862	3214248	2399179
2863	3215484	2398140
2864	3216707	2397093
2865	3217917	2396034
2866	3219138	2394984
2867	3220269	2393868
2868	3221407	2392756
2869	3222623	2391702
2870	3223756	2390587
2871	3224948	2389516
2872	3226219	2388503
2873	3227423	2387440
2874	3228655	2386397
2875	3229864	2385337
2876	3231094	2384294
2877	3232219	2383172
2878	3233458	2382134
2879	3234688	2381090
2880	3235810	2379966
2881	3237040	2378921
2882	3238166	2377800
2883	3239395	2376754
2884	3240623	2375708
2885	3241892	2374692
2886	3243122	2373646
2887	3244332	2372586
2888	3245558	2371538
2889	3246791	2370494
2890	3247924	2369378
2891	3249132	2368316
2892	3250256	2367193
2893	3251376	2366067
2894	3252494	2364939
2895	3253706	2363880
2896	3254928	2362828
2897	3256170	2361791
2898	3257287	2360662
2899	3258550	2359639
2900	3259658	2358505
2901	3260844	2357426
2902	3262053	2356364
2903	3263276	2355312
2904	3264465	2354236
2905	3265671	2353171
2906	3266795	2352047
2907	3267841	2350867
2908	3269064	2349815
2909	3270307	2348777
2910	3271589	2347767
2911	3272824	2346723
2912	3274023	2345653
2913	3275221	2344582
2914	3276413	2343506
2915	3277518	2342369
2916	3278759	2341328
2917	3279834	2340169
2918	3280933	2339028
2919	3282174	2337987
2920	3283450	2336971
2921	3284673	2335917
2922	3285834	2334819
2923	3287084	2333785
2924	3288195	2332651
2925	3289397	2331582
2926	3290631	2330536
2927	3291764	2329418
2928	3292991	2328366
2929	3294121	2327245
2930	3295309	2326166
2931	3296438	2325045
2932	3297568	2323925
2933	3298815	2322887
2934	3299945	2321767
2935	3301176	2320717
2936	3302278	2319577
2937	3303499	2318521
2938	3304748	2317484
2939	3305963	2316423
2940	3307179	2315362
2941	3308323	2314252
2942	3309471	2313143
2943	3310586	2312012
2944	3311852	2310986
2945	3313054	2309916
2946	3314183	2308795
2947	3315392	2307729
2948	3316627	2306681
2949	3317828	2305609
2950	3319063	2304561
2951	3320269	2303493
2952	3321392	2302367
2953	3322655	2301338
2954	3323850	2300262
2955	3325098	2299222
2956	3326322	2298166
2957	3327597	2297144
2958	3328828	2296093
2959	3329954	2294968
2960	3331209	2293932
2961	3332326	2292802
2962	3333545	2291741
2963	3334654	2290605
2964	3335868	2289542
2965	3337089	2288483
2966	3338296	2287413
2967	3339413	2286282
2968	3340630	2285220
2969	3341857	2284165
2970	3343109	2283126
2971	3344337	2282071
2972	3345546	2281003
2973	3346798	2279964
2974	3348030	2278911
2975	3349253	2277852
2976	3350360	2276714
2977	3351506	2275602
2978	3352753	2274560
2979	3353923	2273464
2980	3355161	2272415
2981	3356279	2271284
2982	3357382	2270144
2983	3358583	2269070
2984	3359795	2268002
2985	3360925	2266880
2986	3362137	2265812
2987	3363366	2264756
2988	3364448	2263601
2989	3365673	2262543
2990	3366792	2261413
2991	3367926	2260293
2992	3369141	2259227
2993	3370420	2258204
2994	3371625	2257131
2995	3372845	2256068
2996	3374073	2255011
2997	3375256	2253923
2998	3376469	2252856
2999	3377561	2251707
3000	3378780	2250643
3001	3379960	2249553
3002	3381249	2248536
3003	3382472	2247475
3004	3383684	2246406
3005	3384949	2245372
3006	3386163	2244304
3007	3387272	2243166
3008	3388440	2242068
3009	3389667	2241009
3010	3390783	2239876
3011	3391913	2238753
3012	3393035	2237624
3013	3394168	2236502
3014	3395396	2235443
3015	3396619	2234380
3016	3397870	2233336
3017	3399132	2232299
3018	3400361	2231240
3019	3401587	2230179
3020	3402695	2229041
3021	3403821	2227915
3022	3405068	2226867
3023	3406322	2225824
3024	3407539	2224757
3025	3408651	2223621
3026	3409850	2222542
3027	3411049	2221462
3028	3412301	2220417
3029	3413532	2219359
3030	3414759	2218297
3031	3416019	2217257
3032	3417116	2216112
3033	3418237	2214981
3034	3419502	2213944
3035	3420723	2212879
3036	3421962	2211824
3037	3423207	2210774
3038	3424462	2209730
3039	3425696	2208672
3040	3426925	2207611
3041	3428159	2206553
3042	3429354	2205470
3043	3430493	2204351
3044	3431597	2203209
3045	3432829	2202150
3046	3434037	2201074
3047	3435233	2199992
3048	3436342	2198853
3049	3437572	2197792
3050	3438818	2196740
3051	3440064	2195689
3052	3441294	2194628
3053	3442518	2193562
3054	3443731	2192490
3055	3444851	2191358
3056	3445987	2190236
3057	3447099	2189099
3058	3448224	2187970
3059	3449357	2186847
3060	3450564	2185770
3061	3451782	2184701
3062	3453059	2183668
3063	3454288	2182605
3064	3455531	2181550
3065	3456764	2180490
3066	3457980	2179418
3067	3459215	2178358
3068	3460410	2177273
3069	3461537	2176145
3070	3462743	2175067
3071	3463972	2174003
3072	3465105	2172879
3073	3466342	2171820
3074	3467603	2170776
3075	3468832	2169711
3076	3470058	2168645
3077	3471273	2167572
3078	3472493	2166501
3079	3473705	2165426
3080	3474839	2164302
3081	3476089	2163251
3082	3477289	2162168
3083	3478514	2161100
3084	3479789	2160063
3085	3480916	2158935
3086	3482063	2157818
3087	3483282	2156747
3088	3484487	2155667
3089	3485712	2154599
3090	3486927	2153524
3091	3488074	2152407
3092	3489298	2151339
3093	3490509	2150262
3094	3491727	2149189
3095	3492822	2148040
3096	3494038	2146966
3097	3495243	2145885
3098	3496384	2144765
3099	3497599	2143690
3100	3498713	2142552
3101	3499971	2141504
3102	3501077	2140362
3103	3502242	2139256
3104	3503371	2138128
3105	3504591	2137056
3106	3505815	2135985
3107	3506947	2134859
3108	3508072	2133729
3109	3509296	2132659
3110	3510517	2131586
3111	3511738	2130514
3112	3512957	2129441
3113	3514084	2128311
3114	3515201	2127176
3115	3516420	2126102
3116	3517665	2125044
3117	3518831	2123938
3118	3520050	2122864
3119	3521223	2121763
3120	3522432	2120682
3121	3523561	2119554
3122	3524811	2118498
3123	3526015	2117415
3124	3527148	2116289
3125	3528349	2115203
3126	3529562	2114125
3127	3530688	2112995
3128	3531812	2111863
3129	3533029	2110787
3130	3534175	2109669
3131	3535342	2108563
3132	3536456	2107425
3133	3537575	2106291
3134	3538793	2105214
3135	3539934	2104093
3136	3541139	2103010
3137	3542316	2101909
3138	3543586	2100864
3139	3544698	2099725
3140	3545958	2098674
3141	3547156	2097586
3142	3548391	2096520
3143	3549616	2095448
3144	3550870	2094392
3145	3552086	2093314
3146	3553211	2092183
3147	3554444	2091115
3148	3555720	2090072
3149	3556925	2088988
3150	3558147	2087913
3151	3559363	2086835
3152	3560502	2085711
3153	3561675	2084608
3154	3562887	2083527
3155	3564105	2082449
3156	3565309	2081363
3157	3566578	2080316
3158	3567809	2079245
3159	3569016	2078161
3160	3570257	2077096
3161	3571354	2075948
3162	3572567	2074867
3163	3573772	2073781
3164	3574885	2072642
3165	3576131	2071581
3166	3577374	2070516
3167	3578583	2069433
3168	3579780	2068342
3169	3580915	2067216
3170	3582140	2066141
3171	3583413	2065094
3172	3584655	2064029
3173	3585858	2062942
3174	3586998	2061818
3175	3588200	2060729
3176	3589299	2059582
3177	3590470	2058476
3178	3591722	2057416
3179	3592940	2056337
3180	3594175	2055267
3181	3595399	2054191
3182	3596499	2053044
3183	3597771	2051995
3184	3599026	2050936
3185	3600153	2049804
3186	3601367	2048722
3187	3602604	2047653
3188	3603835	2046580
3189	3605064	2045506
3190	3606272	2044420
3191	3607508	2043350
3192	3608735	2042275
3193	3609913	2041172
3194	3611135	2040093
3195	3612245	2038952
3196	3613480	2037880
3197	3614598	2036743
3198	3615731	2035615
3199	3616880	2034495
3200	3618125	2033429
3201	3619340	2032346
3202	3620539	2031255
3203	3621854	2030227
3204	3623090	2029156
3205	3624226	2028029
3206	3625337	2026887
3207	3626542	2025799
3208	3627654	2024658
3209	3628887	2023585
3210	3630108	2022505
3211	3631314	2021416
3212	3632555	2020347
3213	3633750	2019252
3214	3634985	2018180
3215	3636118	2017051
3216	3637318	2015958
3217	3638565	2014892
3218	3639685	2013755
3219	3640827	2012631
3220	3642047	2011550
3221	3643259	2010464
3222	3644405	2009341
3223	3645516	2008200
3224	3646709	2007103
3225	3647977	2006048
3226	3649113	2004920
3227	3650250	2003793
3228	3651384	2002663
3229	3652605	2001582
3230	3653852	2000515
3231	3654986	1999386
3232	3656122	1998257
3233	3657324	1997166
3234	3658552	1996088
3235	3659793	1995017
3236	3660997	1993926
3237	3662227	1992848
3238	3663421	1991751
3239	3664573	1990632
3240	3665796	1989551
3241	3666999	1988459
3242	3668126	1987326
3243	3669258	1986195
3244	3670456	1985100
3245	3671685	1984022
3246	3672830	1982898
3247	3673963	1981768
3248	3675181	1980684
3249	3676415	1979608
3250	3677643	1978529
3251	3678923	1977477
3252	3680135	1976390
3253	3681375	1975317
3254	3682575	1974222
3255	3683687	1973080
3256	3684925	1972006
3257	3686155	1970927
3258	3687392	1969852
3259	3688611	1968768
3260	3689732	1967631
3261	3690842	1966487
3262	3691970	1965354
3263	3693094	1964219
3264	3694247	1963099
3265	3695372	1961964
3266	3696573	1960869
3267	3697882	1959832
3268	3699105	1958749
3269	3700243	1957620
3270	3701485	1956547
3271	3702604	1955409
3272	3703825	1954325
3273	3705055	1953245
3274	3706305	1952175
3275	3707519	1951087
3276	3708722	1949993
3277	3709845	1948857
3278	3711049	1947763
3279	3712294	1946690
3280	3713507	1945601
3281	3714727	1944516
3282	3716013	1943464
3283	3717137	1942328
3284	3718361	1941245
3285	3719544	1940140
3286	3720796	1939070
3287	3722030	1937991
3288	3723253	1936907
3289	3724448	1935807
3290	3725651	1934712
3291	3726822	1933600
3292	3728034	1932509
3293	3729118	1931352
3294	3730330	1930261
3295	3731571	1929186
3296	3732812	1928110
3297	3734025	1927019
3298	3735256	1925938
3299	3736474	1924850
3300	3737589	1923709
3301	3738735	1922583
3302	3739947	1921492
3303	3741060	1920350
3304	3742299	1919273
3305	3743386	1918117
3306	3744530	1916991
3307	3745728	1915892
3308	3746972	1914817
3309	3748045	1913654
3310	3749272	1912570
3311	3750477	1911475
3312	3751688	1910382
3313	3752904	1909293
3314	3754131	1908208
3315	3755262	1907075
3316	3756392	1905941
3317	3757635	1904865
3318	3758838	1903768
3319	3760066	1902684
3320	3761282	1901593
3321	3762512	1900510
3322	3763741	1899426
3323	3764843	1898278
3324	3765974	1897145
3325	3767181	1896049
3326	3768411	1894965
3327	3769635	1893879
3328	3770861	1892793
3329	3772077	1891702
3330	3773276	1890603
3331	3774426	1889479
3332	3775580	1888356
3333	3776693	1887213
3334	3777904	1886120
3335	3779138	1885037
3336	3780345	1883941
3337	3781446	1882793
3338	3782560	1881650
3339	3783777	1880560
3340	3785027	1879485
3341	3786237	1878390
3342	3787431	1877287
3343	3788641	1876193
3344	3789774	1875060
3345	3790908	1873927
3346	3792136	1872841
3347	3793327	1871737
3348	3794449	1870598
3349	3795518	1869434
3350	3796541	1868247
3351	3797648	1867101
3352	3798741	1865949
3353	3799863	1864810
3354	3800962	1863661
3355	3801970	1862466
3356	3803085	1861325
3357	3804132	1860150
3358	3805136	1858954
3359	3806223	1857799
3360	3807317	1856647
3361	3808401	1855491
3362	3809535	1854359
3363	3810638	1853211
3364	3811769	1852077
3365	3812866	1850928
3366	3814122	1849854
3367	3815481	1848832
3368	3816726	1847753
3369	3817939	1846659
3370	3819208	1845591
3371	3820687	1844626
3372	3821817	1843491
3373	3823099	1842430
3374	3824380	1841368
3375	3825689	1840319
3376	3826827	1839188
3377	3828072	1838109
3378	3829344	1837042
3379	3830489	1835915
3380	3831759	1834847
3381	3833028	1833779
3382	3834264	1832694
3383	3835592	1831654
3384	3836739	1830527
3385	3838035	1829471
3386	3839241	1828371
3387	3840482	1827289
3388	3841604	1826150
3389	3842896	1825092
3390	3844229	1824053
3391	3845573	1823019
3392	3846837	1821947
3393	3848136	1820892
3394	3849435	1819836
3395	3850623	1818727
3396	3851873	1817648
3397	3853011	1816516
3398	3854156	1815388
3399	3855447	1814328
3400	3856600	1813203
3401	3857885	1812140
3402	3859001	1810997
3403	3860219	1809903
3404	3861382	1808782
3405	3862568	1807673
3406	3863730	1806551
3407	3864935	1805451
3408	3866183	1804370
3409	3867301	1803228
3410	3868465	1802108
3411	3869611	1800979
3412	3870749	1799847
3413	3871977	1798756
3414	3873188	1797658
3415	3874405	1796562
3416	3875547	1795432
3417	3876660	1794287
3418	3877811	1793161
3419	3879053	1792077
3420	3880360	1791023
3421	3881486	1789884
3422	3882714	1788793
3423	3883955	1787708
3424	3885192	1786621
3425	3886448	1785543
3426	3887594	1784414
3427	3888861	1783340
3428	3889982	1782199
3429	3891224	1781114
3430	3892456	1780024
3431	3893649	1778916
3432	3894993	1777877
3433	3896204	1776778
3434	3897369	1775657
3435	3898652	1774590
3436	3899938	1773524
3437	3901230	1772461
3438	3902487	1771381
3439	3903753	1770307
3440	3905071	1769255
3441	3906208	1768120
3442	3907310	1766971
3443	3908523	1765872
3444	3909714	1764762
3445	3910893	1763647
3446	3912112	1762550
3447	3913388	1761478
3448	3914551	1760356
3449	3915855	1759297
3450	3917035	1758182
3451	3918286	1757099
3452	3919544	1756019
3453	3920784	1754931
3454	3922016	1753839
3455	3923279	1752761
3456	3924519	1751673
3457	3925780	1750593
3458	3926933	1749466
3459	3928129	1748358
3460	3929252	1747217
3461	3930384	1746080
3462	3931625	1744992
3463	3932844	1743894
3464	3933966	1742752
3465	3935186	1741655
3466	3936434	1740569
3467	3937658	1739473
3468	3938912	1738389
3469	3940025	1737244
3470	3941284	1736163
3471	3942446	1735039
3472	3943556	1733893
3473	3944779	1732795
3474	3945997	1731696
3475	3947222	1730600
3476	3948370	1729470
3477	3949622	1728385
3478	3950755	1727249
3479	3951999	1726160
3480	3953131	1725023
3481	3954390	1723941
3482	3955542	1722812
3483	3956709	1721690
3484	3957944	1720598
3485	3959153	1719494
3486	3960336	1718379
3487	3961546	1717275
3488	3962650	1716126
3489	3963906	1715042
3490	3964992	1713885
3491	3966222	1712790
3492	3967471	1711703
3493	3968603	1710565
3494	3969900	1709499
3495	3971105	1708393
3496	3972288	1707277
3497	3973513	1706180
3498	3974763	1705092
3499	3976041	1704017
3500	3977349	1702955
3501	3978475	1701815
3502	3979608	1700677
3503	3980703	1699524
3504	3981830	1698384
3505	3982850	1697198
3506	3983885	1696019
3507	3984991	1694871
3508	3986081	1693715
3509	3987071	1692517
3510	3988196	1691376
3511	3989305	1690229
3512	3990394	1689073
3513	3991390	1687879
3514	3992401	1686690
3515	3993418	1685504
3516	3994420	1684312
3517	3995464	1683137
3518	3996575	1681991
3519	3997589	1680804
3520	3998702	1679659
3521	3999827	1678519
3522	4001002	1677400
3523	4002100	1676248
3524	4003226	1675108
3525	4004336	1673962
3526	4005431	1672809
3527	4006525	1671656
3528	4007623	1670505
3529	4008643	1669321
3530	4009813	1668200
3531	4010861	1667028
3532	4011980	1665886
3533	4013008	1664705
3534	4014037	1663526
3535	4015179	1662393
3536	4016304	1661253
3537	4017361	1660085
3538	4018486	1658945
3539	4019495	1657758
3540	4020591	1656606
3541	4021587	1655413
3542	4022581	1654219
3543	4023670	1653065
3544	4024790	1651923
3545	4025937	1650793
3546	4027096	1649667
3547	4028260	1648543
3548	4029416	1647416
3549	4030547	1646280
3550	4031668	1645138
3551	4032778	1643993
3552	4033793	1642808
3553	4034930	1641673
3554	4036086	1640547
3555	4037113	1639368
3556	4038256	1638235
3557	4039249	1637042
3558	4040353	1635894
3559	4041355	1634705
3560	4042468	1633561
3561	4043473	1632373
3562	4044480	1631186
3563	4045558	1630028
3564	4046638	1628871
3565	4047733	1627720
3566	4048822	1626566
3567	4049832	1625381
3568	4050966	1624245
3569	4052054	1623092
3570	4053183	1621954
3571	4054192	1620768
3572	4055317	1619630
3573	4056421	1618482
3574	4057477	1617316
3575	4058574	1616166
3576	4059669	1615015
3577	4060695	1613836
3578	4061711	1612654
3579	4062848	1611520
3580	4063956	1610375
3581	4065075	1609234
3582	4066179	1608087
3583	4067270	1606934
3584	4068383	1605791
3585	4069510	1604653
3586	4070529	1603473
3587	4071514	1602279
3588	4072636	1601139
3589	4073633	1599950
3590	4074739	1598804
3591	4075828	1597651
3592	4076951	1596512
3593	4078033	1595357
3594	4079077	1594187
3595	4080088	1593004
3596	4081264	1591886
3597	4082386	1590746
3598	4083498	1589602
3599	4084559	1588439
3600	4085661	1587292
3601	4086743	1586137
3602	4087806	1584975
3603	4088923	1583833
3604	4090036	1582690
3605	4091145	1581546
3606	4092131	1580354
3607	4093273	1579223
3608	4094419	1578092
3609	4095447	1576917
3610	4096499	1575751
3611	4097667	1574629
3612	4098685	1573450
3613	4099692	1572267
3614	4100786	1571117
3615	4101880	1569967
3616	4102892	1568786
3617	4104008	1567645
3618	4105012	1566460
3619	4106012	1565275
3620	4107063	1564109
3621	4108156	1562959
3622	4109216	1561797
3623	4110300	1560644
3624	4111488	1559530
3625	4112656	1558408
3626	4113800	1557278
3627	4114958	1556152
3628	4116097	1555020
3629	4117128	1553847
3630	4118299	1552726
3631	4119337	1551556
3632	4120488	1550428
3633	4121514	1549253
3634	4122617	1548108
3635	4123615	1546922
3636	4124608	1545735
3637	4125641	1544563
3638	4126738	1543415
3639	4127824	1542263
3640	4128903	1541109
3641	4129984	1539955
3642	4130984	1538771
3643	4132082	1537624
3644	4133172	1536474
3645	4134265	1535324
3646	4135378	1534183
3647	4136384	1533002
3648	4137470	1531850
3649	4138557	1530699
3650	4139678	1529560
3651	4140816	1528428
3652	4141904	1527277
3653	4142990	1526126
3654	4143988	1524942
3655	4145086	1523795
3656	4146186	1522649
3657	4147288	1521503
3658	4148361	1520347
3659	4149436	1519192
3660	4150445	1518013
3661	4151533	1516862
3662	4152526	1515677
3663	4153614	1514527
3664	4154695	1513374
3665	4155785	1512225
3666	4156865	1511072
3667	4157986	1509934
3668	4159099	1508793
3669	4160135	1507624
3670	4161195	1506463
3671	4162194	1505281
3672	4163287	1504133
3673	4164439	1503006
3674	4165456	1501831
3675	4166587	1500697
3676	4167686	1499550
3677	4168788	1498406
3678	4169900	1497265
3679	4171003	1496120
3680	4172045	1494954
3681	4173078	1493785
3682	4174174	1492638
3683	4175303	1491503
3684	4176329	1490331
3685	4177379	1489168
3686	4178606	1488069
3687	4179750	1486939
3688	4180898	1485811
3689	4182034	1484678
3690	4183125	1483530
3691	4184128	1482351
3692	4185212	1481200
3693	4186210	1480019
3694	4187275	1478861
3695	4188277	1477682
3696	4189367	1476533
3697	4190379	1475358
3698	4191482	1474214
3699	4192490	1473037
3700	4193623	1471904
3701	4194688	1470747
3702	4195712	1469575
3703	4196786	1468421
3704	4197902	1467283
3705	4199023	1466145
3706	4200131	1465004
3707	4201159	1463834
3708	4202270	1462693
3709	4203378	1461552
3710	4204507	1460417
3711	4205574	1459261
3712	4206676	1458118
3713	4207830	1456992
3714	4208987	1455867
3715	4210128	1454737
3716	4211237	1453596
3717	4212387	1452469
3718	4213388	1451290
3719	4214391	1450113
3720	4215488	1448967
3721	4216504	1447794
3722	4217615	1446654
3723	4218635	1445483
3724	4219734	1444338
3725	4220730	1443159
3726	4221842	1442019
3727	4222945	1440876
3728	4224049	1439733
3729	4225130	1438583
3730	4226150	1437412
3731	4227254	1436269
3732	4228250	1435090
3733	4229251	1433913
3734	4230339	1432765
3735	4231434	1431620
3736	4232534	1430476
3737	4233535	1429299
3738	4234631	1428154
3739	4235717	1427006
3740	4236706	1425825
3741	4237709	1424649
3742	4238727	1423478
3743	4239811	1422330
3744	4240805	1421151
3745	4241908	1420008
3746	4242898	1418828
3747	4244002	1417687
3748	4245095	1416541
3749	4246184	1415394
3750	4247293	1414254
3751	4248390	1413110
3752	4249532	1411981
3753	4250620	1410834
3754	4251623	1409659
3755	4252706	1408510
3756	4253791	1407362
3757	4254787	1406185
3758	4255860	1405034
3759	4256834	1403849
3760	4257874	1402687
3761	4258978	1401545
3762	4259980	1400370
3763	4261070	1399225
3764	4262069	1398049
3765	4263133	1396895
3766	4264181	1395735
3767	4265182	1394560
3768	4266187	1393387
3769	4267183	1392211
3770	4268212	1391045
3771	4269322	1389906
3772	4270418	1388763
3773	4271511	1387618
3774	4272601	1386473
3775	4273681	1385324
3776	4274803	1384189
3777	4275880	1383040
3778	4276961	1381892
3779	4278055	1380747
3780	4279065	1379577
3781	4280119	1378420
3782	4281203	1377273
3783	4282284	1376125
3784	4283369	1374978
3785	4284349	1373798
3786	4285459	1372659
3787	4286544	1371513
3788	4287659	1370376
3789	4288751	1369231
3790	4289838	1368086
3791	4290926	1366940
3792	4292001	1365791
3793	4293081	1364643
3794	4294153	1363492
3795	4295243	1362348
3796	4296351	1361208
3797	4297456	1360069
3798	4298458	1358896
3799	4299457	1357723
3800	4300472	1356555
3801	4301560	1355410
3802	4302587	1354245
3803	4303678	1353101
3804	4304789	1351963
3805	4305786	1350790
3806	4306893	1349651
3807	4307888	1348477
3808	4308968	1347330
3809	4310049	1346183
3810	4311137	1345038
3811	4312227	1343894
3812	4313306	1342747
3813	4314403	1341605
3814	4315324	1340408
3815	4316419	1339266
3816	4317530	1338129
3817	4318617	1336984
3818	4319722	1335845
3819	4320815	1334702
3820	4321905	1333558
3821	4322988	1332412
3822	4324092	1331272
3823	4325107	1330106
3824	4326198	1328962
3825	4327194	1327790
3826	4328213	1326625
3827	4329208	1325452
3828	4330303	1324310
3829	4331401	1323169
3830	4332353	1321984
3831	4333453	1320843
3832	4334456	1319674
3833	4335446	1318500
3834	4336435	1317326
3835	4337537	1316186
3836	4338557	1315022
3837	4339557	1313852
3838	4340558	1312682
3839	4341685	1311550
3840	4342778	1310408
3841	4343866	1309265
3842	4344959	1308123
3843	4346021	1306972
3844	4347110	1305828
3845	4348099	1304655
3846	4349196	1303515
3847	4350297	1302375
3848	4351301	1301207
3849	4352435	1300078
3850	4353448	1298912
3851	4354537	1297769
3852	4355632	1296628
3853	4356715	1295484
3854	4357755	1294326
3855	4358851	1293186
3856	4359940	1292043
3857	4360943	1290875
3858	4362078	1289746
3859	4363062	1288572
3860	4364148	1287429
3861	4365147	1286260
3862	4366157	1285094
3863	4367149	1283923
3864	4368231	1282779
3865	4369251	1281616
3866	4370322	1280469
3867	4371326	1279302
3868	4372478	1278178
3869	4373557	1277033
3870	4374550	1275863
3871	4375544	1274693
3872	4376542	1273525
3873	4377540	1272357
3874	4378636	1271216
3875	4379653	1270054
3876	4380738	1268911
3877	4381823	1267768
3878	4382943	1266635
3879	4383931	1265464
3880	4385014	1264321
3881	4386094	1263177
3882	4387179	1262034
3883	4388307	1260903
3884	4389385	1259759
3885	4390379	1258590
3886	4391473	1257450
3887	4392477	1256284
3888	4393571	1255144
3889	4394685	1254010
3890	4395675	1252840
3891	4396750	1251695
3892	4397741	1250526
3893	4398821	1249382
3894	4399927	1248246
3895	4401006	1247102
3896	4402093	1245960
3897	4403166	1244815
3898	4404242	1243670
3899	4405313	1242524
3900	4406396	1241381
3901	4407429	1240224
3902	4408419	1239056
3903	4409505	1237914
3904	4410590	1236772
3905	4411582	1235604
3906	4412577	1234437
3907	4413689	1233303
3908	4414685	1232136
3909	4415799	1231002
3910	4416786	1229833
3911	4417883	1228695
3912	4418979	1227557
3913	4420054	1226412
3914	4421143	1225272
3915	4422217	1224127
3916	4423226	1222965
3917	4424304	1221821
3918	4425393	1220681
3919	4426512	1219549
3920	4427495	1218379
3921	4428560	1217233
3922	4429635	1216089
3923	4430626	1214922
3924	4431716	1213782
3925	4432792	1212638
3926	4433879	1211497
3927	4434961	1210356
3928	4436061	1209219
3929	4437146	1208078
3930	4438230	1206936
3931	4439293	1205789
3932	4440372	1204647
3933	4441379	1203485
3934	4442463	1202344
3935	4443460	1201179
3936	4444533	1200035
3937	4445623	1198895
3938	4446718	1197757
3939	4447708	1196591
3940	4448785	1195448
3941	4449883	1194311
3942	4450942	1193164
3943	4452022	1192022
3944	4453088	1190876
3945	4454164	1189733
3946	4455241	1188591
3947	4456270	1187435
3948	4457265	1186271
3949	4458282	1185113
3950	4459362	1183971
3951	4460456	1182833
3952	4461460	1181672
3953	4462450	1180506
3954	4463449	1179343
3955	4464550	1178208
3956	4465566	1177049
3957	4466565	1175887
3958	4467704	1174761
3959	4468716	1173602
3960	4469811	1172465
3961	4470806	1171301
3962	4471886	1170160
3963	4473019	1169033
3964	4474105	1167893
3965	4475191	1166754
3966	4476279	1165615
3967	4477375	1164478
3968	4478474	1163342
3969	4479578	1162208
3970	4480663	1161068
3971	4481753	1159930
3972	4482840	1158791
3973	4483942	1157656
3974	4485014	1156513
3975	4486106	1155375
3976	4487100	1154212
3977	4488164	1153067
3978	4489279	1151936
3979	4490273	1150773
3980	4491351	1149632
3981	4492394	1148482
